"district","grade","subject","adv_per_14","ni_per_14","pro_per_14","total_perf_14","wf_per_14"
"Tyngsborough","AL","m",27,24,38,1025,10
"Tyngsborough","AL","s",20,34,38,417,8
"UP Academy Charter School of Boston (District)","06","e",5,38,47,154,10
"UP Academy Charter School of Boston (District)","06","m",29,23,36,154,12
"UP Academy Charter School of Boston (District)","07","e",1,30,63,149,6
"UP Academy Charter School of Boston (District)","07","m",5,36,34,148,25
"UP Academy Charter School of Boston (District)","08","e",5,17,71,146,6
"UP Academy Charter School of Boston (District)","08","m",35,16,42,146,7
"UP Academy Charter School of Boston (District)","08","s",2,36,49,146,13
"UP Academy Charter School of Boston (District)","AL","e",4,29,60,449,7
"UP Academy Charter School of Boston (District)","AL","m",23,25,38,448,15
"UP Academy Charter School of Boston (District)","AL","s",2,36,49,146,13
"UP Academy Charter School of Dorchester (District)","03","e",4,50,29,70,17
"UP Academy Charter School of Dorchester (District)","03","m",23,16,57,70,4
"UP Academy Charter School of Dorchester (District)","04","e",4,49,24,71,23
"UP Academy Charter School of Dorchester (District)","04","m",7,44,32,71,17
"UP Academy Charter School of Dorchester (District)","05","e",14,32,48,56,5
"UP Academy Charter School of Dorchester (District)","05","m",20,27,41,56,13
"UP Academy Charter School of Dorchester (District)","05","s",14,36,43,56,7
"UP Academy Charter School of Dorchester (District)","AL","e",7,45,32,197,16
"UP Academy Charter School of Dorchester (District)","AL","m",16,29,44,197,11
"UP Academy Charter School of Dorchester (District)","AL","s",14,36,43,56,7
"Up-Island Regional","03","e",18,24,53,49,4
"Up-Island Regional","03","m",29,18,43,49,10
"Up-Island Regional","04","e",10,35,50,40,5
"Up-Island Regional","04","m",15,34,41,41,10
"Up-Island Regional","05","e",10,35,55,20,0
"Up-Island Regional","05","m",30,15,40,20,15
"Up-Island Regional","05","s",20,40,40,20,0
"Up-Island Regional","06","e",8,15,69,39,8
"Up-Island Regional","06","m",43,20,33,40,5
"Up-Island Regional","07","e",4,18,71,28,7
"Up-Island Regional","07","m",14,31,45,29,10
"Up-Island Regional","08","e",2,5,93,42,0
"Up-Island Regional","08","m",29,31,38,42,2
"Up-Island Regional","08","s",7,21,69,42,2
"Up-Island Regional","AL","e",9,21,66,218,4
"Up-Island Regional","AL","m",27,25,40,221,8
"Up-Island Regional","AL","s",11,27,60,62,2
"Upper Cape Cod Regional Vocational Technical","10","e",23,7,70,174,0
"Upper Cape Cod Regional Vocational Technical","10","m",45,12,38,174,5
"Upper Cape Cod Regional Vocational Technical","10","s",23,22,54,168,2
"Upper Cape Cod Regional Vocational Technical","AL","e",23,7,70,174,0
"Upper Cape Cod Regional Vocational Technical","AL","m",45,12,38,174,5
"Upper Cape Cod Regional Vocational Technical","AL","s",23,22,54,168,2
"Uxbridge","03","e",13,31,50,131,7
"Uxbridge","03","m",19,27,43,131,11
"Uxbridge","04","e",8,41,43,128,8
"Uxbridge","04","m",17,43,33,129,7
"Uxbridge","05","e",8,26,56,167,10
"Uxbridge","05","m",28,25,37,166,10
"Uxbridge","05","s",16,35,41,165,8
"Uxbridge","06","e",10,21,63,145,6
"Uxbridge","06","m",36,26,29,146,8
"Uxbridge","07","e",4,27,68,157,1
"Uxbridge","07","m",18,30,38,157,15
"Uxbridge","08","e",7,12,76,167,5
"Uxbridge","08","m",18,33,35,166,14
"Uxbridge","08","s",2,47,40,165,10
"Uxbridge","10","e",43,7,48,118,2
"Uxbridge","10","m",59,14,21,117,7
"Uxbridge","10","s",29,15,53,112,4
"Uxbridge","AL","e",12,24,59,1013,6
"Uxbridge","AL","m",27,28,34,1012,11
"Uxbridge","AL","s",14,35,43,442,8
"Veritas Preparatory Charter School (District)","05","e",5,30,48,77,17
"Veritas Preparatory Charter School (District)","05","m",19,37,25,79,19
"Veritas Preparatory Charter School (District)","05","s",14,48,28,79,10
"Veritas Preparatory Charter School (District)","06","e",5,15,71,80,9
"Veritas Preparatory Charter School (District)","06","m",28,19,44,79,9
"Veritas Preparatory Charter School (District)","AL","e",5,22,60,157,13
"Veritas Preparatory Charter School (District)","AL","m",23,28,35,158,14
"Veritas Preparatory Charter School (District)","AL","s",14,48,28,79,10
"Wachusett","03","e",18,22,56,576,5
"Wachusett","03","m",42,13,41,577,3
"Wachusett","04","e",21,26,45,572,8
"Wachusett","04","m",26,28,38,578,8
"Wachusett","05","e",28,16,53,642,3
"Wachusett","05","m",47,15,31,641,7
"Wachusett","05","s",32,25,39,641,4
"Wachusett","06","e",26,11,60,581,4
"Wachusett","06","m",49,12,35,581,5
"Wachusett","07","e",20,11,68,647,2
"Wachusett","07","m",25,21,41,646,13
"Wachusett","08","e",21,7,70,602,2
"Wachusett","08","m",21,24,46,605,8
"Wachusett","08","s",8,28,59,604,4
"Wachusett","10","e",60,2,37,561,1
"Wachusett","10","m",72,7,18,558,3
"Wachusett","10","s",40,15,43,546,2
"Wachusett","AL","e",27,13,56,4181,3
"Wachusett","AL","m",40,17,36,4186,7
"Wachusett","AL","s",26,23,47,1791,3
"Wakefield","03","e",14,30,50,203,6
"Wakefield","03","m",29,17,49,247,5
"Wakefield","04","e",15,31,47,272,7
"Wakefield","04","m",20,35,40,231,4
"Wakefield","05","e",20,18,55,290,7
"Wakefield","05","m",34,24,30,290,12
"Wakefield","05","s",20,30,43,290,7
"Wakefield","06","e",19,21,53,288,7
"Wakefield","06","m",31,27,33,288,9
"Wakefield","07","e",16,13,69,245,3
"Wakefield","07","m",23,27,39,246,11
"Wakefield","08","e",9,9,77,290,6
"Wakefield","08","m",22,24,41,290,12
"Wakefield","08","s",2,38,48,290,12
"Wakefield","10","e",46,4,50,254,1
"Wakefield","10","m",64,9,24,251,3
"Wakefield","10","s",39,11,47,238,3
"Wakefield","AL","e",20,18,57,1842,5
"Wakefield","AL","m",32,23,36,1843,8
"Wakefield","AL","s",19,27,46,818,7
"Wales","03","e",10,43,38,21,10
"Wales","03","m",24,10,62,21,5
"Wales","04","e",11,37,42,19,11
"Wales","04","m",0,37,58,19,5
"Wales","05","e",32,0,68,19,0
"Wales","05","m",37,32,32,19,0
"Wales","05","s",53,0,47,19,0
"Wales","06","e",20,15,60,20,5
"Wales","06","m",30,20,45,20,5
"Wales","AL","e",18,24,52,79,6
"Wales","AL","m",23,24,49,79,4
"Wales","AL","s",53,0,47,19,0
"Walpole","03","e",18,24,55,314,3
"Walpole","03","m",45,10,40,314,5
"Walpole","04","e",25,20,49,327,6
"Walpole","04","m",24,34,36,327,5
"Walpole","05","e",28,11,56,305,5
"Walpole","05","m",44,18,31,307,7
"Walpole","05","s",38,19,39,306,4
"Walpole","06","e",21,11,64,320,4
"Walpole","06","m",44,17,35,320,5
"Walpole","07","e",19,10,68,330,2
"Walpole","07","m",23,22,43,329,13
"Walpole","08","e",25,7,64,309,5
"Walpole","08","m",28,26,35,310,12
"Walpole","08","s",5,37,48,310,10
"Walpole","10","e",54,2,43,289,2
"Walpole","10","m",59,10,29,294,2
"Walpole","10","s",48,8,41,275,2
"Walpole","AL","e",27,12,57,2194,4
"Walpole","AL","m",38,20,36,2201,7
"Walpole","AL","s",30,22,43,891,5
"Waltham","03","e",10,37,37,371,16
"Waltham","03","m",21,29,34,374,16
"Waltham","04","e",18,28,40,381,14
"Waltham","04","m",19,34,32,380,14
"Waltham","05","e",18,32,40,359,9
"Waltham","05","m",23,29,31,363,18
"Waltham","05","s",22,35,30,362,13
"Waltham","06","e",21,21,47,364,11
"Waltham","06","m",23,29,31,366,17
"Waltham","07","e",10,19,62,351,8
"Waltham","07","m",9,32,28,354,31
"Waltham","08","e",15,10,66,351,9
"Waltham","08","m",11,38,29,352,23
"Waltham","08","s",2,47,32,351,19
"Waltham","10","e",44,7,45,332,3
"Waltham","10","m",53,16,23,336,9
"Waltham","10","s",32,21,35,312,11
"Waltham","AL","e",19,22,48,2509,10
"Waltham","AL","m",22,30,30,2525,18
"Waltham","AL","s",18,35,32,1025,14
"Ware","03","e",6,40,40,102,14
"Ware","03","m",12,32,35,102,21
"Ware","04","e",1,45,33,92,22
"Ware","04","m",3,55,18,92,23
"Ware","05","e",19,23,46,119,12
"Ware","05","m",20,24,30,119,26
"Ware","05","s",6,40,38,119,16
"Ware","06","e",11,28,50,113,12
"Ware","06","m",12,47,24,110,17
"Ware","07","e",13,18,55,104,14
"Ware","07","m",8,30,30,104,33
"Ware","08","e",10,14,65,96,11
"Ware","08","m",11,39,25,96,25
"Ware","08","s",1,44,31,96,24
"Ware","10","e",32,0,64,53,4
"Ware","10","m",49,16,33,55,2
"Ware","10","s",24,29,45,49,2
"Ware","AL","e",12,25,49,679,13
"Ware","AL","m",14,36,28,678,22
"Ware","AL","s",8,39,37,264,16
"Wareham","03","e",5,35,37,223,22
"Wareham","03","m",15,26,40,222,19
"Wareham","04","e",8,32,45,229,15
"Wareham","04","m",17,33,38,227,11
"Wareham","05","e",10,41,38,196,11
"Wareham","05","m",21,34,24,196,21
"Wareham","05","s",18,40,33,195,9
"Wareham","06","e",4,34,46,229,15
"Wareham","06","m",11,38,27,229,25
"Wareham","07","e",0,38,49,208,13
"Wareham","07","m",7,32,28,211,33
"Wareham","08","e",6,22,64,204,8
"Wareham","08","m",6,39,31,204,24
"Wareham","08","s",2,50,31,204,18
"Wareham","10","e",32,13,49,153,6
"Wareham","10","m",32,26,30,151,11
"Wareham","10","s",15,39,38,142,7
"Wareham","AL","e",8,31,47,1442,13
"Wareham","AL","m",15,33,31,1440,21
"Wareham","AL","s",11,43,33,541,12
"Watertown","03","e",8,32,51,210,9
"Watertown","03","m",28,19,42,210,11
"Watertown","04","e",10,32,41,173,16
"Watertown","04","m",19,28,37,177,16
"Watertown","05","e",23,23,45,222,9
"Watertown","05","m",37,19,29,223,15
"Watertown","05","s",23,31,35,222,11
"Watertown","06","e",10,19,61,167,10
"Watertown","06","m",18,27,36,168,19
"Watertown","07","e",8,22,64,185,6
"Watertown","07","m",21,24,32,187,23
"Watertown","08","e",15,14,64,184,8
"Watertown","08","m",21,20,35,186,24
"Watertown","08","s",4,44,37,186,16
"Watertown","10","e",43,5,50,177,2
"Watertown","10","m",63,7,25,174,5
"Watertown","10","s",26,18,53,167,4
"Watertown","AL","e",17,21,53,1318,8
"Watertown","AL","m",30,20,34,1325,16
"Watertown","AL","s",18,31,41,575,10
"Wayland","03","e",21,17,60,195,2
"Wayland","03","m",57,12,29,195,2
"Wayland","04","e",28,15,55,200,4
"Wayland","04","m",39,24,33,200,4
"Wayland","05","e",37,10,51,234,2
"Wayland","05","m",55,16,26,234,2
"Wayland","05","s",43,21,33,234,3
"Wayland","06","e",29,11,57,220,3
"Wayland","06","m",59,12,25,222,4
"Wayland","07","e",28,10,62,217,0
"Wayland","07","m",35,16,43,216,6
"Wayland","08","e",37,1,59,221,3
"Wayland","08","m",49,12,33,222,6
"Wayland","08","s",18,18,60,223,4
"Wayland","10","e",67,1,31,229,0
"Wayland","10","m",81,3,15,232,1
"Wayland","10","s",54,9,37,229,0
"Wayland","AL","e",36,9,53,1516,2
"Wayland","AL","m",54,14,29,1521,3
"Wayland","AL","s",38,16,43,686,2
"Webster","03","e",5,45,27,154,23
"Webster","03","m",15,29,30,154,27
"Webster","04","e",4,47,25,156,24
"Webster","04","m",8,44,22,156,27
"Webster","05","e",3,41,33,152,23
"Webster","05","m",9,36,22,152,34
"Webster","05","s",3,52,24,153,22
"Webster","06","e",6,37,37,139,19
"Webster","06","m",11,36,23,141,30
"Webster","07","e",1,40,44,160,16
"Webster","07","m",2,28,18,162,52
"Webster","08","e",2,23,56,156,19
"Webster","08","m",3,37,13,153,47
"Webster","08","s",0,48,19,154,33
"Webster","10","e",33,8,52,99,7
"Webster","10","m",40,23,34,95,3
"Webster","10","s",11,40,38,87,10
"Webster","AL","e",6,36,39,1016,19
"Webster","AL","m",11,34,22,1013,33
"Webster","AL","s",4,48,25,394,24
"Wellesley","03","e",21,18,59,397,2
"Wellesley","03","m",53,9,34,355,4
"Wellesley","04","e",28,17,50,375,4
"Wellesley","04","m",43,18,35,339,4
"Wellesley","05","e",38,8,51,434,3
"Wellesley","05","m",58,9,29,393,4
"Wellesley","05","s",24,27,45,434,4
"Wellesley","06","e",29,9,58,391,4
"Wellesley","06","m",39,13,39,340,9
"Wellesley","07","e",26,4,69,374,2
"Wellesley","07","m",28,16,49,374,7
"Wellesley","08","e",28,4,65,402,3
"Wellesley","08","m",35,19,38,406,8
"Wellesley","08","s",5,33,53,406,8
"Wellesley","10","e",66,1,33,379,0
"Wellesley","10","m",84,4,10,379,1
"Wellesley","10","s",45,12,37,356,6
"Wellesley","AL","e",34,9,55,2752,3
"Wellesley","AL","m",49,12,33,2586,5
"Wellesley","AL","s",24,25,45,1196,6
"Wellfleet","03","e",35,6,59,17,0
"Wellfleet","03","m",71,0,29,17,0
"Wellfleet","04","e",8,25,63,24,4
"Wellfleet","04","m",16,24,60,25,0
"Wellfleet","05","e",13,21,63,24,4
"Wellfleet","05","m",38,29,29,24,4
"Wellfleet","05","s",13,25,63,24,0
"Wellfleet","AL","e",17,18,62,65,3
"Wellfleet","AL","m",38,20,41,66,2
"Wellfleet","AL","s",13,25,63,24,0
"West Boylston","03","e",19,20,53,79,8
"West Boylston","03","m",39,16,39,80,6
"West Boylston","04","e",23,29,41,80,8
"West Boylston","04","m",30,29,38,80,4
"West Boylston","05","e",28,19,50,68,3
"West Boylston","05","m",39,18,36,67,7
"West Boylston","05","s",26,25,43,68,6
"West Boylston","06","e",18,28,46,72,8
"West Boylston","06","m",38,19,40,72,3
"West Boylston","07","e",10,20,70,84,0
"West Boylston","07","m",19,29,44,85,8
"West Boylston","08","e",9,14,71,79,6
"West Boylston","08","m",16,35,27,79,22
"West Boylston","08","s",0,59,27,78,14
"West Boylston","10","e",47,6,47,64,0
"West Boylston","10","m",64,9,22,64,5
"West Boylston","10","s",20,39,38,56,4
"West Boylston","AL","e",21,20,55,526,5
"West Boylston","AL","m",34,23,35,527,8
"West Boylston","AL","s",14,42,35,202,8
"West Bridgewater","03","e",14,21,64,81,1
"West Bridgewater","03","m",59,4,36,81,1
"West Bridgewater","04","e",14,26,56,98,4
"West Bridgewater","04","m",29,28,43,98,1
"West Bridgewater","05","e",24,16,57,98,2
"West Bridgewater","05","m",29,24,38,99,8
"West Bridgewater","05","s",17,22,52,99,9
"West Bridgewater","06","e",21,20,55,89,3
"West Bridgewater","06","m",40,19,31,90,10
"West Bridgewater","07","e",8,20,69,119,3
"West Bridgewater","07","m",25,19,34,120,22
"West Bridgewater","08","e",13,15,71,108,1
"West Bridgewater","08","m",25,25,36,107,13
"West Bridgewater","08","s",0,48,39,106,13
"West Bridgewater","10","e",56,3,41,114,0
"West Bridgewater","10","m",55,4,39,114,2
"West Bridgewater","10","s",37,12,50,105,0
"West Bridgewater","AL","e",22,17,59,707,2
"West Bridgewater","AL","m",37,18,37,709,9
"West Bridgewater","AL","s",18,28,47,310,7
"West Springfield","03","e",8,41,39,295,12
"West Springfield","03","m",32,18,40,295,11
"West Springfield","04","e",17,35,37,206,11
"West Springfield","04","m",26,26,41,253,7
"West Springfield","05","e",18,24,45,234,12
"West Springfield","05","m",35,19,32,274,14
"West Springfield","05","s",19,34,34,273,14
"West Springfield","06","e",11,26,53,241,10
"West Springfield","06","m",23,31,30,287,16
"West Springfield","07","e",8,25,57,246,10
"West Springfield","07","m",10,37,28,290,25
"West Springfield","08","e",9,17,64,301,10
"West Springfield","08","m",11,33,38,263,18
"West Springfield","08","s",3,39,41,297,17
"West Springfield","10","e",30,12,53,299,5
"West Springfield","10","m",43,16,31,303,11
"West Springfield","10","s",26,29,39,286,6
"West Springfield","AL","e",15,25,50,1822,10
"West Springfield","AL","m",26,26,34,1965,15
"West Springfield","AL","s",16,34,38,856,12
"Westborough","03","e",22,16,59,232,4
"Westborough","03","m",53,11,34,231,3
"Westborough","04","e",25,16,55,298,4
"Westborough","04","m",35,20,38,297,7
"Westborough","05","e",33,10,52,307,5
"Westborough","05","m",46,17,30,306,8
"Westborough","05","s",35,19,40,306,6
"Westborough","06","e",42,7,46,268,5
"Westborough","06","m",59,8,27,270,6
"Westborough","07","e",27,7,64,289,2
"Westborough","07","m",39,17,36,287,8
"Westborough","08","e",26,4,67,275,3
"Westborough","08","m",44,15,33,272,8
"Westborough","08","s",9,28,57,272,6
"Westborough","10","e",76,2,21,255,1
"Westborough","10","m",81,3,13,254,3
"Westborough","10","s",60,6,33,237,1
"Westborough","AL","e",35,9,52,1924,4
"Westborough","AL","m",50,13,31,1917,6
"Westborough","AL","s",34,18,44,815,4
"Westfield","03","e",10,34,45,383,11
"Westfield","03","m",31,21,34,384,14
"Westfield","04","e",7,33,42,417,17
"Westfield","04","m",16,35,33,418,16
"Westfield","05","e",11,28,49,421,12
"Westfield","05","m",24,22,35,417,18
"Westfield","05","s",13,36,35,417,15
"Westfield","06","e",7,34,45,445,15
"Westfield","06","m",12,37,26,447,26
"Westfield","07","e",7,27,60,411,7
"Westfield","07","m",7,33,27,413,33
"Westfield","08","e",11,12,68,454,9
"Westfield","08","m",11,34,28,453,26
"Westfield","08","s",2,48,34,452,16
"Westfield","10","e",36,6,56,408,2
"Westfield","10","m",45,20,29,403,6
"Westfield","10","s",15,29,54,392,3
"Westfield","AL","e",13,25,52,2939,10
"Westfield","AL","m",20,29,30,2935,20
"Westfield","AL","s",10,38,41,1261,12
"Westford","03","e",19,18,60,416,2
"Westford","03","m",59,10,28,416,3
"Westford","04","e",25,18,53,370,3
"Westford","04","m",37,18,41,370,3
"Westford","05","e",36,13,47,441,4
"Westford","05","m",55,10,31,440,5
"Westford","05","s",44,18,35,439,3
"Westford","06","e",32,8,59,436,1
"Westford","06","m",64,9,24,434,3
"Westford","07","e",24,5,70,446,1
"Westford","07","m",49,9,37,443,4
"Westford","08","e",40,2,57,416,1
"Westford","08","m",49,12,36,414,3
"Westford","08","s",19,17,62,414,2
"Westford","10","e",75,0,23,420,1
"Westford","10","m",84,2,13,421,2
"Westford","10","s",65,3,30,410,1
"Westford","AL","e",36,9,53,2945,2
"Westford","AL","m",57,10,30,2938,3
"Westford","AL","s",42,13,43,1263,2
"Westhampton","03","e",6,25,69,16,0
"Westhampton","03","m",44,19,31,16,6
"Westhampton","04","e",30,30,35,20,5
"Westhampton","04","m",50,10,35,20,5
"Westhampton","05","e",17,22,61,23,0
"Westhampton","05","m",39,22,26,23,13
"Westhampton","05","s",30,17,52,23,0
"Westhampton","06","e",20,7,67,15,7
"Westhampton","06","m",47,7,40,15,7
"Westhampton","AL","e",19,22,57,74,3
"Westhampton","AL","m",45,15,32,74,8
"Westhampton","AL","s",30,17,52,23,0
"Weston","03","e",35,8,56,159,2
"Weston","03","m",55,8,37,159,1
"Weston","04","e",41,8,47,169,4
"Weston","04","m",52,15,30,170,4
"Weston","05","e",34,17,47,192,1
"Weston","05","m",52,9,34,195,5
"Weston","05","s",32,23,41,195,4
"Weston","06","e",37,10,51,167,2
"Weston","06","m",58,13,26,168,3
"Weston","07","e",25,7,67,211,1
"Weston","07","m",31,23,38,213,8
"Weston","08","e",32,3,64,156,1
"Weston","08","m",40,21,32,159,7
"Weston","08","s",11,21,65,159,3
"Weston","10","e",64,1,32,197,3
"Weston","10","m",74,2,21,195,3
"Weston","10","s",35,16,46,186,3
"Weston","AL","e",38,8,52,1251,2
"Weston","AL","m",52,13,31,1259,4
"Weston","AL","s",27,20,50,540,3
"Westport","03","e",16,27,47,117,9
"Westport","03","m",44,15,34,117,7
"Westport","04","e",12,34,44,128,11
"Westport","04","m",20,37,35,128,9
"Westport","05","e",9,32,48,132,11
"Westport","05","m",18,19,43,132,20
"Westport","05","s",12,39,40,132,8
"Westport","06","e",16,27,47,130,10
"Westport","06","m",22,29,32,130,18
"Westport","07","e",13,13,68,160,6
"Westport","07","m",15,30,35,162,20
"Westport","08","e",11,5,80,115,3
"Westport","08","m",17,27,41,117,15
"Westport","08","s",8,44,41,117,7
"Westport","10","e",28,6,63,82,2
"Westport","10","m",36,22,38,81,4
"Westport","10","s",12,39,45,75,4
"Westport","AL","e",14,21,56,864,8
"Westport","AL","m",23,26,37,867,14
"Westport","AL","s",10,41,42,324,7
"Westwood","03","e",22,21,54,242,2
"Westwood","03","m",48,9,40,242,2
"Westwood","04","e",33,15,49,264,3
"Westwood","04","m",51,15,32,265,2
"Westwood","05","e",45,6,46,274,3
"Westwood","05","m",61,8,27,274,3
"Westwood","05","s",47,11,39,274,3
"Westwood","06","e",37,9,51,254,3
"Westwood","06","m",56,13,28,254,3
"Westwood","07","e",18,6,74,274,2
"Westwood","07","m",32,20,42,275,6
"Westwood","08","e",30,4,64,261,2
"Westwood","08","m",42,18,34,262,6
"Westwood","08","s",4,39,50,262,7
"Westwood","10","e",72,1,26,209,0
"Westwood","10","m",78,1,18,211,2
"Westwood","10","s",57,6,36,204,1
"Westwood","AL","e",36,9,53,1778,2
"Westwood","AL","m",52,12,32,1783,4
"Westwood","AL","s",34,20,42,740,4
"Weymouth","03","e",13,27,52,519,7
"Weymouth","03","m",30,20,41,518,9
"Weymouth","04","e",12,32,49,510,8
"Weymouth","04","m",19,38,34,509,8
"Weymouth","05","e",12,30,50,475,8
"Weymouth","05","m",29,25,30,476,16
"Weymouth","05","s",18,35,36,473,10
"Weymouth","06","e",11,23,58,484,8
"Weymouth","06","m",30,22,33,484,14
"Weymouth","07","e",4,25,64,495,7
"Weymouth","07","m",7,35,30,490,28
"Weymouth","08","e",6,18,69,509,7
"Weymouth","08","m",6,40,25,508,29
"Weymouth","08","s",1,49,30,508,20
